event::Wen201800011::a511e59ec4	apply	application::general science	2018	en
event::Wen201600012::1d0c10863e	propose	method::model	2016	en
event::Wen201600012::1d0c10863e	use	data::data	2016	en
event::Wen201600012::1d0c10863e	support	finding::[en] science learning quantum data model science on materials informatics	2016	en
event::Wen201600012::1d0c10863e	apply	application::materials	2016	en
event::Wen201700013::41e8c285bd	propose	method::model	2017	en
event::Wen201700013::41e8c285bd	use	data::data	2017	en
event::Wen201700013::41e8c285bd	support	finding::[en] quantum knowledge quantum data diffusion graph on scientific discovery	2017	en
event::Wen201700013::41e8c285bd	apply	application::general science	2017	en
event::Wen202200014::384297eb81	propose	method::model	2022	en
event::Wen202200014::384297eb81	use	data::data	2022	en
event::Wen202200014::384297eb81	support	finding::[en] data graph knowledge data quantum science on materials informatics	2022	en
event::Wen202200014::384297eb81	apply	application::materials	2022	en
event::Wen201600015::938f5eb1ee	propose	method::model	2016	en
event::Wen201600015::938f5eb1ee	use	data::data	2016	en
event::Wen201600015::938f5eb1ee	support	finding::[en] diffusion graph diffusion science learning knowledge on materials informatics	2016	en
event::Wen201600015::938f5eb1ee	apply	application::materials	2016	en
event::Wen201900016::609dd07252	propose	method::model	2019	en
event::Wen201900016::609dd07252	use	data::data	2019	en
event::Wen201900016::609dd07252	support	finding::[en] diffusion data neural model quantum knowledge on scientific discovery	2019	en
event::Wen201900016::609dd07252	apply	application::general science	2019	en
event::Wen202200017::6a4d3e186e	propose	method::model	2022	en
event::Wen202200017::6a4d3e186e	use	data::synthetic data	2022	en
event::Wen202200017::6a4d3e186e	support	finding::[en] learning model event science model event on scientific discovery	2022	en
event::Wen202200017::6a4d3e186e	apply	application::general science	2022	en
event::Wen202500018::d2c018fced	propose	method::model	2025	en
event::Wen202500018::d2c018fced	use	data::data	2025	en
event::Wen202500018::d2c018fced	support	finding::[en] event model learning graph learning model on materials informatics	2025	en
event::Wen202500018::d2c018fced	apply	application::materials	2025	en
event::Wen202300019::5bd71b7f99	propose	method::model	2023	en
event::Wen202300019::5bd71b7f99	use	data::data	2023	en
event::Wen202300019::5bd71b7f99	support	finding::[en] science knowledge quantum learning graph data on scientific discovery	2023	en
event::Wen202300019::5bd71b7f99	apply	application::general science	2023	en
event::Wen202000020::4fe9a2a006	propose	method::model	2020	en
event::Wen202000020::4fe9a2a006	use	data::data	2020	en
event::Wen202000020::4fe9a2a006	support	finding::[en] model science learning learning diffusion learning on materials informatics	2020	en
event::Wen202000020::4fe9a2a006	apply	application::materials	2020	en
event::Wen201800021::9c4e4b763f	propose	method::model	2018	en
event::Wen201800021::9c4e4b763f	use	data::data	2018	en
event::Wen201800021::9c4e4b763f	support	finding::[en] quantum neural knowledge event data graph on scientific discovery	2018	en
event::Wen201800021::9c4e4b763f	apply	application::general science	2018	en
event::Wen202200022::3f968c8a1f	propose	method::model	2022	en
event::Wen202200022::3f968c8a1f	use	data::data	2022	en
event::Wen202200022::3f968c8a1f	support	finding::[en] diffusion knowledge science event neural neural on AI for Science	2022	en
event::Wen202200022::3f968c8a1f	apply	application::general science	2022	en
event::Wen202000023::e2d749c2d2	propose	method::model	2020	en
event::Wen202000023::e2d749c2d2	use	data::data	2020	en
event::Wen202000023::e2d749c2d2	support	finding::[en] event quantum event learning model diffusion on AI for Science	2020	en
event::Wen202000023::e2d749c2d2	apply	application::general science	2020	en
event::Wen202200024::1c47f50318	propose	method::model	2022	en
event::Wen202200024::1c47f50318	use	data::data	2022	en
event::Wen202200024::1c47f50318	support	finding::[en] model knowledge graph learning data model on AI for Science	2022	en
event::Wen202200024::1c47f50318	apply	application::general science	2022	en
event::Wen202100025::f60ba30e00	propose	method::model	2021	en
event::Wen202100025::f60ba30e00	use	data::data	2021	en
event::Wen202100025::f60ba30e00	support	finding::[en] learning learning diffusion data graph data on AI for Science	2021	en
event::Wen202100025::f60ba30e00	apply	application::general science	2021	en
event::Wen202100026::3e5dfee500	propose	method::model	2021	en
event::Wen202100026::3e5dfee500	use	data::data	2021	en
event::Wen202100026::3e5dfee500	support	finding::[en] neural model quantum neural science knowledge on AI for Science	2021	en
event::Wen202100026::3e5dfee500	apply	application::general science	2021	en
event::Wen202400027::5848fb9497	propose	method::model	2024	en
event::Wen202400027::5848fb9497	use	data::data	2024	en
event::Wen202400027::5848fb9497	support	finding::[en] science graph graph knowledge diffusion science on materials informatics	2024	en
event::Wen202400027::5848fb9497	apply	application::materials	2024	en
event::Wen201900028::3ad544e1a3	propose	method::model	2019	en
event::Wen201900028::3ad544e1a3	use	data::data	2019	en
event::Wen201900028::3ad544e1a3	support	finding::[en] learning diffusion graph data knowledge data on AI for Science	2019	en
event::Wen201900028::3ad544e1a3	apply	application::general science	2019	en
event::Wen201800029::e96d71d33d	propose	method::model	2018	en
event::Wen201800029::e96d71d33d	use	data::data	2018	en
event::Wen201800029::e96d71d33d	support	finding::[en] event quantum graph model learning science on AI for Science	2018	en
event::Wen201800029::e96d71d33d	apply	application::general science	2018	en
event::Wen201700030::0dbd5e4bf4	propose	method::model	2017	en
event::Wen201700030::0dbd5e4bf4	use	data::data	2017	en
event::Wen201700030::0dbd5e4bf4	support	finding::[en] quantum science quantum learning graph data on scientific discovery	2017	en
event::Wen201700030::0dbd5e4bf4	apply	application::general science	2017	en
event::Wen202000031::c664f6bbbf	propose	method::model	2020	en
event::Wen202000031::c664f6bbbf	use	data::data	2020	en
event::Wen202000031::c664f6bbbf	support	finding::[en] neural event neural graph neural learning on AI for Science	2020	en
event::Wen202000031::c664f6bbbf	apply	application::general science	2020	en
event::Wen202500032::536256d9a0	propose	method::model	2025	en
event::Wen202500032::536256d9a0	use	data::data	2025	en
event::Wen202500032::536256d9a0	support	finding::[en] knowledge neural quantum learning graph data on scientific discovery	2025	en
event::Wen202500032::536256d9a0	apply	application::general science	2025	en
event::Wen202200033::86054e5b9b	propose	method::model	2022	en
event::Wen202200033::86054e5b9b	use	data::data	2022	en
event::Wen202200033::86054e5b9b	support	finding::[en] data neural knowledge graph science knowledge on materials informatics	2022	en
event::Wen202200033::86054e5b9b	apply	application::materials	2022	en
event::Wen202000034::355a0f00f0	propose	method::model	2020	en
event::Wen202000034::355a0f00f0	use	data::data	2020	en
event::Wen202000034::355a0f00f0	support	finding::[en] diffusion data event learning learning model on scientific discovery	2020	en
event::Wen202000034::355a0f00f0	apply	application::general science	2020	en
event::Wen201700035::0d07d5171d	propose	method::model	2017	en
event::Wen201700035::0d07d5171d	use	data::data	2017	en
event::Wen201700035::0d07d5171d	support	finding::[en] data neural neural quantum model learning on materials informatics	2017	en
event::Wen201700035::0d07d5171d	apply	application::materials	2017	en
event::Wen202200036::f7d1d1bb66	propose	method::model	2022	en
event::Wen202200036::f7d1d1bb66	use	data::data	2022	en
event::Wen202200036::f7d1d1bb66	support	finding::[en] graph knowledge data graph knowledge knowledge on AI for Science	2022	en
event::Wen202200036::f7d1d1bb66	apply	application::general science	2022	en
event::Wen202300037::22792b25c3	propose	method::model	2023	en
event::Wen202300037::22792b25c3	use	data::data	2023	en
event::Wen202300037::22792b25c3	support	finding::[en] quantum diffusion model data quantum data on scientific discovery	2023	en
event::Wen202300037::22792b25c3	apply	application::general science	2023	en
event::Wen201700038::b8556340e9	propose	method::model	2017	en
event::Wen201700038::b8556340e9	use	data::data	2017	en
event::Wen201700038::b8556340e9	support	finding::[en] science data knowledge neural quantum neural on materials informatics	2017	en
event::Wen201700038::b8556340e9	apply	application::materials	2017	en
event::Wen201900039::28614db481	propose	method::model	2019	en
event::Wen201900039::28614db481	use	data::data	2019	en
event::Wen201900039::28614db481	support	finding::[en] neural graph learning neural learning graph on AI for Science	2019	en
event::Wen201900039::28614db481	apply	application::general science	2019	en
event::Wen202400040::e8892e8cd6	propose	method::model	2024	en
event::Wen202400040::e8892e8cd6	use	data::data	2024	en
event::Wen202400040::e8892e8cd6	support	finding::[en] neural knowledge event neural neural science on scientific discovery	2024	en
event::Wen202400040::e8892e8cd6	apply	application::general science	2024	en
event::Wen202200041::3c1e3d663c	propose	method::model	2022	en
event::Wen202200041::3c1e3d663c	use	data::data	2022	en
event::Wen202200041::3c1e3d663c	support	finding::[en] quantum learning knowledge model model learning on materials informatics	2022	en
event::Wen202200041::3c1e3d663c	apply	application::materials	2022	en
event::Wen202500042::490a2db1bd	propose	method::model	2025	en
event::Wen202500042::490a2db1bd	use	data::data	2025	en
event::Wen202500042::490a2db1bd	support	finding::[en] data diffusion neural learning knowledge learning on materials informatics	2025	en
event::Wen202500042::490a2db1bd	apply	application::materials	2025	en
event::Wen202400043::ec8f8bec8a	propose	method::model	2024	en
event::Wen202400043::ec8f8bec8a	use	data::data	2024	en
event::Wen202400043::ec8f8bec8a	support	finding::[en] event event graph neural graph science on scientific discovery	2024	en
event::Wen202400043::ec8f8bec8a	apply	application::general science	2024	en
event::Wen201700044::879088250f	propose	method::model	2017	en
event::Wen201700044::879088250f	use	data::data	2017	en
event::Wen201700044::879088250f	support	finding::[en] event model quantum event learning model on scientific discovery	2017	en
event::Wen201700044::879088250f	apply	application::general science	2017	en
event::Wen202400045::26e2a400f4	propose	method::model	2024	en
event::Wen202400045::26e2a400f4	use	data::data	2024	en
event::Wen202400045::26e2a400f4	support	finding::[en] model event learning diffusion diffusion model on scientific discovery	2024	en
event::Wen202400045::26e2a400f4	apply	application::general science	2024	en
event::Wen202400046::88e0952d3e	propose	method::model	2024	en
event::Wen202400046::88e0952d3e	use	data::data	2024	en
event::Wen202400046::88e0952d3e	support	finding::[en] diffusion quantum graph science data learning on AI for Science	2024	en
event::Wen202400046::88e0952d3e	apply	application::general science	2024	en
event::Wen202000047::1035b20733	propose	method::model	2020	en
event::Wen202000047::1035b20733	use	data::data	2020	en
event::Wen202000047::1035b20733	support	finding::[en] graph data neural learning model neural on AI for Science	2020	en
event::Wen202000047::1035b20733	apply	application::general science	2020	en
event::Wen201700048::7eacd46210	propose	method::model	2017	en
event::Wen201700048::7eacd46210	use	data::data	2017	en
event::Wen201700048::7eacd46210	support	finding::[en] model data event diffusion diffusion neural on materials informatics	2017	en
event::Wen201700048::7eacd46210	apply	application::materials	2017	en
event::Wen202400049::1c0be59df0	propose	method::model	2024	en
event::Wen202400049::1c0be59df0	use	data::data	2024	en
event::Wen202400049::1c0be59df0	support	finding::[en] learning event quantum knowledge learning model on scientific discovery	2024	en
event::Wen202400049::1c0be59df0	apply	application::general science	2024	en
event::Wzh201900000::c8afb02ae2	propose	method::model	2019	zh
event::Wzh201900000::c8afb02ae2	use	data::data	2019	zh
event::Wzh201900000::c8afb02ae2	support	finding::[zh] graph quantum neural data learning model on materials informatics	2019	zh
event::Wzh201900000::c8afb02ae2	apply	application::materials	2019	zh
event::Wzh201700001::8de1cbec6c	propose	method::model	2017	zh
event::Wzh201700001::8de1cbec6c	use	data::data	2017	zh
event::Wzh201700001::8de1cbec6c	support	finding::[zh] event knowledge diffusion diffusion knowledge graph on AI for Science	2017	zh
event::Wzh201700001::8de1cbec6c	apply	application::general science	2017	zh
event::Wzh202200002::a2b95756f4	propose	method::model	2022	zh
event::Wzh202200002::a2b95756f4	use	data::data	2022	zh
event::Wzh202200002::a2b95756f4	support	finding::[zh] model learning model science knowledge event on scientific discovery	2022	zh
event::Wzh202200002::a2b95756f4	apply	application::general science	2022	zh
event::Wzh201600003::2f0602a79c	propose	method::model	2016	zh
event::Wzh201600003::2f0602a79c	use	data::data	2016	zh
event::Wzh201600003::2f0602a79c	support	finding::[zh] quantum neural model event learning neural on scientific discovery	2016	zh
event::Wzh201600003::2f0602a79c	apply	application::general science	2016	zh
event::Wzh202400004::a5927db738	propose	method::model	2024	zh
event::Wzh202400004::a5927db738	use	data::data	2024	zh
event::Wzh202400004::a5927db738	support	finding::[zh] model science neural neural data neural on scientific discovery	2024	zh
event::Wzh202400004::a5927db738	apply	application::general science	2024	zh
event::Wzh201900005::dea7bb6955	propose	method::model	2019	zh
event::Wzh201900005::dea7bb6955	use	data::data	2019	zh
event::Wzh201900005::dea7bb6955	support	finding::[zh] quantum science event knowledge model learning on materials informatics	2019	zh
event::Wzh201900005::dea7bb6955	apply	application::materials	2019	zh
event::Wzh201900006::e90bf6032c	propose	method::model	2019	zh
event::Wzh201900006::e90bf6032c	use	data::data	2019	zh
event::Wzh201900006::e90bf6032c	support	finding::[zh] learning science event graph data science on materials informatics	2019	zh
event::Wzh201900006::e90bf6032c	apply	application::materials	2019	zh
event::Wzh201700007::6b3bf50fe4	propose	method::model	2017	zh
event::Wzh201700007::6b3bf50fe4	use	data::data	2017	zh
event::Wzh201700007::6b3bf50fe4	support	finding::[zh] data diffusion event event graph data on materials informatics	2017	zh
event::Wzh201700007::6b3bf50fe4	apply	application::materials	2017	zh
event::Wzh202300008::feecbc01b6	propose	method::model	2023	zh
event::Wzh202300008::feecbc01b6	use	data::data	2023	zh
event::Wzh202300008::feecbc01b6	support	finding::[zh] neural model diffusion learning learning neural on scientific discovery	2023	zh
event::Wzh202300008::feecbc01b6	apply	application::general science	2023	zh
event::Wzh202400009::4995ab2eeb	propose	method::model	2024	zh
event::Wzh202400009::4995ab2eeb	use	data::data	2024	zh
event::Wzh202400009::4995ab2eeb	support	finding::[zh] graph neural data event quantum model on scientific discovery	2024	zh
event::Wzh202400009::4995ab2eeb	apply	application::general science	2024	zh
event::Wzh202200010::3423627911	propose	method::model	2022	zh
event::Wzh202200010::3423627911	use	data::data	2022	zh
event::Wzh202200010::3423627911	support	finding::[zh] graph learning science model learning data on materials informatics	2022	zh
event::Wzh202200010::3423627911	apply	application::materials	2022	zh
event::Wzh201700011::f8fc9c13b4	propose	method::model	2017	zh
event::Wzh201700011::f8fc9c13b4	use	data::data	2017	zh
event::Wzh201700011::f8fc9c13b4	support	finding::[zh] event neural quantum knowledge learning data on AI for Science	2017	zh
event::Wzh201700011::f8fc9c13b4	apply	application::general science	2017	zh
event::Wzh201800012::78983a0927	propose	method::model	2018	zh
event::Wzh201800012::78983a0927	use	data::data	2018	zh
event::Wzh201800012::78983a0927	support	finding::[zh] diffusion neural event knowledge diffusion event on scientific discovery	2018	zh
event::Wzh201800012::78983a0927	apply	application::general science	2018	zh
event::Wzh202200013::dc8e861e0c	propose	method::model	2022	zh
event::Wzh202200013::dc8e861e0c	use	data::data	2022	zh
event::Wzh202200013::dc8e861e0c	support	finding::[zh] data graph data data model neural on AI for Science	2022	zh
event::Wzh202200013::dc8e861e0c	apply	application::general science	2022	zh
event::Wzh201800014::22bc7dfe18	propose	method::model	2018	zh
event::Wzh201800014::22bc7dfe18	use	data::data	2018	zh
event::Wzh201800014::22bc7dfe18	support	finding::[zh] event model quantum data diffusion event on scientific discovery	2018	zh
event::Wzh201800014::22bc7dfe18	apply	application::general science	2018	zh
event::Wzh201900015::37584f27c3	propose	method::model	2019	zh
event::Wzh201900015::37584f27c3	use	data::data	2019	zh
event::Wzh201900015::37584f27c3	support	finding::[zh] quantum science knowledge data diffusion knowledge on materials informatics	2019	zh
event::Wzh201900015::37584f27c3	apply	application::materials	2019	zh
event::Wzh202100016::f6fb9890b1	propose	method::model	2021	zh
event::Wzh202100016::f6fb9890b1	use	data::data	2021	zh
event::Wzh202100016::f6fb9890b1	support	finding::[zh] event learning data model data graph on AI for Science	2021	zh
event::Wzh202100016::f6fb9890b1	apply	application::general science	2021	zh
event::Wzh201900017::154d844dfc	propose	method::model	2019	zh
event::Wzh201900017::154d844dfc	use	data::data	2019	zh
event::Wzh201900017::154d844dfc	support	finding::[zh] quantum neural science science data quantum on scientific discovery	2019	zh
event::Wzh201900017::154d844dfc	apply	application::general science	2019	zh
event::Wzh201900018::96b4ef5013	propose	method::model	2019	zh
event::Wzh201900018::96b4ef5013	use	data::data	2019	zh
event::Wzh201900018::96b4ef5013	support	finding::[zh] graph model diffusion science diffusion learning on scientific discovery	2019	zh
event::Wzh201900018::96b4ef5013	apply	application::general science	2019	zh
event::Wzh201900019::dd79986070	propose	method::model	2019	zh
event::Wzh201900019::dd79986070	use	data::data	2019	zh
event::Wzh201900019::dd79986070	support	finding::[zh] quantum neural quantum quantum quantum data on scientific discovery	2019	zh
event::Wzh201900019::dd79986070	apply	application::general science	2019	zh
event::Wzh201700020::62ec0719ba	propose	method::model	2017	zh
event::Wzh201700020::62ec0719ba	use	data::data	2017	zh
event::Wzh201700020::62ec0719ba	support	finding::[zh] event data model learning diffusion knowledge on materials informatics	2017	zh
event::Wzh201700020::62ec0719ba	apply	application::materials	2017	zh
event::Wzh202000021::02ced58b57	propose	method::model	2020	zh
event::Wzh202000021::02ced58b57	use	data::data	2020	zh
event::Wzh202000021::02ced58b57	support	finding::[zh] neural quantum neural event diffusion event on AI for Science	2020	zh
event::Wzh202000021::02ced58b57	apply	application::general science	2020	zh
event::Wzh201600022::ae4f419bfa	propose	method::model	2016	zh
event::Wzh201600022::ae4f419bfa	use	data::data	2016	zh
event::Wzh201600022::ae4f419bfa	support	finding::[zh] quantum data diffusion model neural model on materials informatics	2016	zh
event::Wzh201600022::ae4f419bfa	apply	application::materials	2016	zh
event::Wzh201700023::fa3a20704a	propose	method::model	2017	zh
event::Wzh201700023::fa3a20704a	use	data::data	2017	zh
event::Wzh201700023::fa3a20704a	support	finding::[zh] graph science diffusion learning science graph on AI for Science	2017	zh
event::Wzh201700023::fa3a20704a	apply	application::general science	2017	zh
event::Wzh201700024::3437bf941d	propose	method::model	2017	zh
event::Wzh201700024::3437bf941d	use	data::data	2017	zh
event::Wzh201700024::3437bf941d	support	finding::[zh] model graph knowledge science neural quantum on materials informatics	2017	zh
event::Wzh201700024::3437bf941d	apply	application::materials	2017	zh
event::Wzh202300025::3411f6f669	propose	method::model	2023	zh
event::Wzh202300025::3411f6f669	use	data::data	2023	zh
event::Wzh202300025::3411f6f669	support	finding::[zh] data model graph quantum neural neural on materials informatics	2023	zh
event::Wzh202300025::3411f6f669	apply	application::materials	2023	zh
event::Wzh202500026::1010233fb8	propose	method::model	2025	zh
event::Wzh202500026::1010233fb8	use	data::data	2025	zh
event::Wzh202500026::1010233fb8	support	finding::[zh] diffusion graph diffusion data quantum diffusion on materials informatics	2025	zh
event::Wzh202500026::1010233fb8	apply	application::materials	2025	zh
event::Wzh202500027::144b780cdf	propose	method::model	2025	zh
event::Wzh202500027::144b780cdf	use	data::data	2025	zh
event::Wzh202500027::144b780cdf	support	finding::[zh] neural neural learning neural knowledge model on scientific discovery	2025	zh
event::Wzh202500027::144b780cdf	apply	application::general science	2025	zh
event::Wzh202300028::299d59c67b	propose	method::model	2023	zh
event::Wzh202300028::299d59c67b	use	data::data	2023	zh
event::Wzh202300028::299d59c67b	support	finding::[zh] data science science neural quantum data on scientific discovery	2023	zh
event::Wzh202300028::299d59c67b	apply	application::general science	2023	zh
event::Wzh202400029::64849660c4	propose	method::model	2024	zh
event::Wzh202400029::64849660c4	use	data::data	2024	zh
event::Wzh202400029::64849660c4	support	finding::[zh] data science data neural graph data on AI for Science	2024	zh
event::Wzh202400029::64849660c4	apply	application::general science	2024	zh
event::Wzh202500030::074f836f97	propose	method::model	2025	zh
event::Wzh202500030::074f836f97	use	data::data	2025	zh
event::Wzh202500030::074f836f97	support	finding::[zh] learning graph quantum neural model knowledge on materials informatics	2025	zh
event::Wzh202500030::074f836f97	apply	application::materials	2025	zh
event::Wzh202300031::1e51789938	propose	method::model	2023	zh
event::Wzh202300031::1e51789938	use	data::data	2023	zh
event::Wzh202300031::1e51789938	support	finding::[zh] quantum event quantum diffusion knowledge quantum on scientific discovery	2023	zh
event::Wzh202300031::1e51789938	apply	application::general science	2023	zh
event::Wzh201900032::5adb53b514	propose	method::model	2019	zh
event::Wzh201900032::5adb53b514	use	data::data	2019	zh
event::Wzh201900032::5adb53b514	support	finding::[zh] event quantum event science quantum data on scientific discovery	2019	zh
event::Wzh201900032::5adb53b514	apply	application::general science	2019	zh
event::Wzh202400033::6c6c0f8562	propose	method::model	2024	zh
event::Wzh202400033::6c6c0f8562	use	data::data	2024	zh
event::Wzh202400033::6c6c0f8562	support	finding::[zh] diffusion graph event event neural data on materials informatics	2024	zh
event::Wzh202400033::6c6c0f8562	apply	application::materials	2024	zh
event::Wzh202200034::9bff079029	propose	method::model	2022	zh
event::Wzh202200034::9bff079029	use	data::data	2022	zh
event::Wzh202200034::9bff079029	support	finding::[zh] data knowledge science knowledge data graph on scientific discovery	2022	zh
event::Wzh202200034::9bff079029	apply	application::general science	2022	zh
event::Wzh201700035::b092ee1490	propose	method::model	2017	zh
event::Wzh201700035::b092ee1490	use	data::data	2017	zh
event::Wzh201700035::b092ee1490	support	finding::[zh] learning science science quantum data diffusion on scientific discovery	2017	zh
event::Wzh201700035::b092ee1490	apply	application::general science	2017	zh
event::Wzh202400036::c3f03fa8be	propose	method::model	2024	zh
event::Wzh202400036::c3f03fa8be	use	data::data	2024	zh
event::Wzh202400036::c3f03fa8be	support	finding::[zh] event science model knowledge neural data on AI for Science	2024	zh
event::Wzh202400036::c3f03fa8be	apply	application::general science	2024	zh
event::Wzh202000037::83e442bdac	propose	method::model	2020	zh
event::Wzh202000037::83e442bdac	use	data::data	2020	zh
event::Wzh202000037::83e442bdac	support	finding::[zh] graph graph learning data diffusion science on AI for Science	2020	zh
event::Wzh202000037::83e442bdac	apply	application::general science	2020	zh
event::Wzh202100038::7a5222a4d3	propose	method::model	2021	zh
event::Wzh202100038::7a5222a4d3	use	data::data	2021	zh
event::Wzh202100038::7a5222a4d3	support	finding::[zh] diffusion quantum data neural diffusion graph on AI for Science	2021	zh
event::Wzh202100038::7a5222a4d3	apply	application::general science	2021	zh
event::Wzh202100039::0cfd562e14	propose	method::model	2021	zh
event::Wzh202100039::0cfd562e14	use	data::data	2021	zh
event::Wzh202100039::0cfd562e14	support	finding::[zh] graph learning neural quantum knowledge model on materials informatics	2021	zh
event::Wzh202100039::0cfd562e14	apply	application::materials	2021	zh
event::Wzh202000040::4a6f60fda8	propose	method::model	2020	zh
event::Wzh202000040::4a6f60fda8	use	data::data	2020	zh
event::Wzh202000040::4a6f60fda8	support	finding::[zh] event graph event science science data on materials informatics	2020	zh
event::Wzh202000040::4a6f60fda8	apply	application::materials	2020	zh
event::Wzh202100041::94890f9cd6	propose	method::model	2021	zh
event::Wzh202100041::94890f9cd6	use	data::data	2021	zh
event::Wzh202100041::94890f9cd6	support	finding::[zh] graph knowledge data learning event quantum on scientific discovery	2021	zh
event::Wzh202100041::94890f9cd6	apply	application::general science	2021	zh
event::Wzh202100042::97e3a65519	propose	method::model	2021	zh
event::Wzh202100042::97e3a65519	use	data::data	2021	zh
event::Wzh202100042::97e3a65519	support	finding::[zh] event science learning graph knowledge knowledge on AI for Science	2021	zh
event::Wzh202100042::97e3a65519	apply	application::general science	2021	zh
event::Wzh202100043::80ab5bba58	propose	method::model	2021	zh
event::Wzh202100043::80ab5bba58	use	data::data	2021	zh
event::Wzh202100043::80ab5bba58	support	finding::[zh] learning event knowledge diffusion science diffusion on scientific discovery	2021	zh
event::Wzh202100043::80ab5bba58	apply	application::general science	2021	zh
event::Wzh202200044::80324efb23	propose	method::model	2022	zh
event::Wzh202200044::80324efb23	use	data::data	2022	zh
event::Wzh202200044::80324efb23	support	finding::[zh] model diffusion science neural event model on AI for Science	2022	zh
event::Wzh202200044::80324efb23	apply	application::general science	2022	zh
event::Wzh202300045::d4837794da	propose	method::model	2023	zh
event::Wzh202300045::d4837794da	use	data::data	2023	zh
event::Wzh202300045::d4837794da	support	finding::[zh] model diffusion neural data graph neural on materials informatics	2023	zh
event::Wzh202300045::d4837794da	apply	application::materials	2023	zh
event::Wzh202300046::b4084aade4	propose	method::model	2023	zh
event::Wzh202300046::b4084aade4	use	data::data	2023	zh
event::Wzh202300046::b4084aade4	support	finding::[zh] data learning quantum data model data on scientific discovery	2023	zh
event::Wzh202300046::b4084aade4	apply	application::general science	2023	zh
event::Wzh202500047::7177fb6e57	propose	method::model	2025	zh
event::Wzh202500047::7177fb6e57	use	data::data	2025	zh
event::Wzh202500047::7177fb6e57	support	finding::[zh] science learning event data model graph on AI for Science	2025	zh
event::Wzh202500047::7177fb6e57	apply	application::general science	2025	zh
event::Wzh202200048::c14ce33a51	propose	method::model	2022	zh
event::Wzh202200048::c14ce33a51	use	data::data	2022	zh
event::Wzh202200048::c14ce33a51	support	finding::[zh] graph model diffusion quantum learning data on materials informatics	2022	zh
event::Wzh202200048::c14ce33a51	apply	application::materials	2022	zh
event::Wzh202300049::39ec48540b	propose	method::model	2023	zh
event::Wzh202300049::39ec48540b	use	data::data	2023	zh
